Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,text_length
68,70, Overflowing with adoration for my adorable pet! 🐾      ,adoration,2023-02-17 10:45:00, PetAdorer       , Twitter  , #Adoration #PetLove                         ,22.0,45.0, UK        ,2023,2,17,10,56
69,71, Anticipating a thrilling adventure in the coming weeks. ,anticipation,2023-02-17 07:30:00, AdventureAwaits  , Instagram , #Anticipation #Adventure                    ,20.0,40.0,USA,2023,2,17,7,57
70,72, A bitter experience turned into a valuable lesson.      ,bitter,2023-02-17 15:00:00, LearnFromBitter , Facebook , #BitterLesson #Growth                      ,18.0,35.0, USA       ,2023,2,17,15,57
71,73, Finding calmness in the midst of a busy day.            ,calmness,2023-02-18 09:30:00, ZenMaster       , Twitter  , #Calmness #PeacefulMind                    ,15.0,30.0, India     ,2023,2,18,9,57
72,74, Confusion clouds my mind as I navigate through decisions.,confusion,2023-02-18 14:20:00, ConfusedMind    , Instagram , #Confusion #DecisionMaking                 ,25.0,50.0, UK   ,2023,2,18,14,58
73,75, Excitement building up for the upcoming vacation!       ,excitement,2023-02-18 18:45:00, VacationDreamer , Facebook , #Excitement #TravelPlans                   ,22.0,45.0, Canada    ,2023,2,18,18,57
74,76, Kindness witnessed today restored my faith in humanity. ,kind,2023-02-19 11:30:00, KindnessPrevails, Twitter  , #Kindness #Humanity                        ,20.0,40.0, USA       ,2023,2,19,11,57
75,77, Pride in achieving a personal milestone.               ,pride,2023-02-19 16:00:00, PersonalAchiever, Instagram , #Pride #Milestone                           ,30.0,60.0, Australia    ,2023,2,19,16,56
76,78, A moment of shame for not standing up against injustice. ,shame,2023-02-19 19:45:00, ReflectiveSelf  , Facebook , #Shame #Injustice                           ,15.0,30.0, India      ,2023,2,19,19,58
77,79, Fuming with anger after a heated argument.            ,anger,2023-02-20 09:30:00, AngryDebater    , Twitter  , #Anger #Argument                             ,20.0,40.0, Canada     ,2023,2,20,9,55
78,80, The fear of the unknown is keeping me up at night.    ,fear,2023-02-20 21:15:00, FearfulDreamer  , Instagram , #Fear #Unknown                               ,15.0,30.0, USA          ,2023,2,20,21,55
79,81, Heartfelt sadness after bidding farewell to a dear friend. ,sadness,2023-02-21 14:45:00, FarewellHeart   , Facebook , #Sadness #Farewell                          ,25.0,50.0, India      ,2023,2,21,14,60
80,82, The state of corruption in our society is utterly disgusting. ,disgust,2023-02-21 18:20:00, AntiCorruption  , Twitter  , #Disgust #Corruption                         ,18.0,35.0, UK         ,2023,2,21,18,63
81,83, Overflowing happiness: welcoming a new family member!  ,happiness,2023-02-22 10:00:00, NewParentJoy    , Instagram , #Happiness #NewFamilyMember                 ,30.0,60.0, UK           ,2023,2,22,10,56
82,84, Laughter is the key to joy—attending a stand-up comedy show. ,joy,2023-02-22 19:30:00, StandUpFan      , Facebook , #Joy #StandUpComedy                         ,22.0,45.0, Canada    ,2023,2,22,19,62
83,85, Sending love to all my followers on this beautiful day! ❤️ ,love,2023-02-23 08:30:00, LoveSender      , Twitter  , #Love #SpreadLove                            ,15.0,30.0, Australia  ,2023,2,23,8,60
84,86, Amused by the antics of my pet—it's pure amusement!      ,amusement,2023-02-23 14:20:00, PetAmuser       , Instagram , #Amusement #PetAntics                       ,18.0,35.0, UK           ,2023,2,23,14,58
85,87, Enjoying every moment of this trip—pure enjoyment!      ,enjoyment,2023-02-23 19:45:00, TravelExplorer  , Facebook , #Enjoyment #Travel                           ,25.0,50.0, USA ,2023,2,23,19,57
86,88, Admiring the dedication of volunteers at a local charity. ,admiration,2023-02-24 11:30:00, CharityAdmirer  , Twitter  , #Admiration #Volunteers                     ,20.0,40.0, USA        ,2023,2,24,11,59
87,89, Sending affectionate vibes to friends and family.        ,affection,2023-02-24 16:00:00, FamilyLover     , Instagram , #Affection #FamilyLove                      ,15.0,30.0,USA,2023,2,24,16,58
88,90, Awe-struck by the beauty of the night sky.               ,awe,2023-02-24 20:30:00, Stargazer       , Facebook , #Awe #StarryNight                        ,22.0,45.0, Australia ,2023,2,24,20,58
89,91, Disappointed with the lack of progress in a personal project. ,disappointed,2023-02-25 09:00:00, ProjectStruggle , Twitter  , #Disappointed #Project                     ,18.0,35.0, India      ,2023,2,25,9,63
90,92, A surprise visit from an old friend brought tears of joy. ,surprise,2023-02-25 14:45:00, JoyfulReunion   , Instagram , #Surprise #OldFriends                       ,25.0,50.0, USA          ,2023,2,25,14,59
91,93, Embracing acceptance of life's ups and downs.           ,acceptance,2023-02-25 18:20:00, LifeAcceptance  , Facebook , #Acceptance #LifeJourney                   ,15.0,30.0, Canada     ,2023,2,25,18,57
92,94, Overflowing adoration for a cute rescue puppy! 🐶       ,adoration,2023-02-26 10:45:00, PuppyAdmirer    , Twitter  , #Adoration #PuppyLove                       ,22.0,45.0, UK         ,2023,2,26,10,56
93,95, Anticipating the release of a much-awaited movie.       ,anticipation,2023-02-26 07:30:00, MovieBuff2      , Instagram , #Anticipation #MovieRelease                 ,20.0,40.0, Australia    ,2023,2,26,7,57
94,96, Bitter experience at the customer service department.   ,bitter,2023-02-26 15:00:00, CustomerWoes    , Facebook , #BitterExperience #CustomerService         ,18.0,35.0, USA       ,2023,2,26,15,57
95,97, Finding calmness amidst the chaos of daily life.        ,calmness,2023-02-27 09:30:00, CalmSoul        , Twitter  , #Calmness #InnerPeace                      ,15.0,30.0, India     ,2023,2,27,9,57
96,98, Confusion reigns as I try to make sense of recent events.,confusion,2023-02-27 14:20:00, ConfusedMind2   , Instagram , #Confusion #MakingSense                    ,25.0,50.0, UK   ,2023,2,27,14,58
97,99, Excitement building up for a surprise birthday party.   ,excitement,2023-02-27 18:45:00, BirthdayExcite  , Facebook , #Excitement #SurpriseParty                 ,22.0,45.0, Canada ,2023,2,27,18,57
98,100, Witnessed an act of kindness that made my day.          ,kind,2023-02-28 11:30:00, KindnessObserver, Twitter  , #Kindness #ActsOfKindness                  ,20.0,40.0, USA       ,2023,2,28,11,57
99,101, Pride in completing a challenging fitness challenge.    ,pride,2023-02-28 16:00:00, FitAchiever     , Instagram , #Pride #FitnessChallengeCompleted          ,30.0,60.0, UK            ,2023,2,28,16,57
100,102, A moment of shame for not speaking up against injustice.,shame,2023-02-28 19:45:00, ReflectiveSelf2 , Facebook , #Shame #Injustice                           ,15.0,30.0, India     ,2023,2,28,19,57
101,103, Reflecting on the beauty of diversity in our world.     ,acceptance,2023-03-01 10:45:00, DiversityLover  , Twitter  , #Acceptance #Diversity                      ,22.0,45.0, Australia ,2023,3,1,10,57
102,104, Excitement for a quiet evening with a good book.        ,excitement,2023-03-01 13:30:00, BookwormJoy     , Instagram , #Excitement #BookTime                       ,18.0,35.0, USA          ,2023,3,1,13,57
103,105, Feeling bitter about the unfairness in the workplace.   ,bitter,2023-03-01 17:45:00, WorkplaceWoes   , Twitter  , #Bitter #Unfairness                         ,15.0,30.0, Canada    ,2023,3,1,17,57
104,106, Calmness prevails as I practice mindfulness.            ,calmness,2023-03-02 18:00:00, MindfulMe       , Facebook , #Calmness #Mindfulness                      ,15.0,30.0, UK        ,2023,3,2,18,57
105,107, Confusion surrounds me as I navigate through life's choices. ,confusion,2023-03-02 13:15:00, ConfusedMind3   , Instagram , #Confusion #LifeChoices                     ,30.0,60.0, USA   ,2023,3,2,13,62
106,108, Excitement for a weekend road trip to explore new places. ,excitement,2023-03-02 16:45:00, RoadTripper2    , Twitter  , #Excitement #WeekendAdventure               ,25.0,50.0, India     ,2023,3,2,16,59
107,109, Kindness witnessed today restores my faith in humanity.  ,kind,2023-03-03 11:30:00, KindnessPrevails2, Facebook , #Kindness #HumanityRestored                 ,22.0,45.0, USA       ,2023,3,3,11,58
108,110, Pride in accomplishing personal and professional goals.  ,pride,2023-03-03 14:30:00, GoalAchiever    , Instagram , #Pride #Accomplishments                     ,12.0,25.0, Canada ,2023,3,3,14,58
109,111, Shame for not being true to my values in a difficult situation.,shame,2023-03-03 12:00:00, ReflectiveSelf3 , Twitter  , #Shame #Integrity                           ,15.0,30.0, UK        ,2023,3,3,12,64
110,112," Revisiting old memories, feeling a sense of elation. ",elation,2010-05-15 15:30:00, NostalgiaFan    , Twitter  , #Elation #Memories                             ,20.0,40.0, Canada    ,2010,5,15,15,54
111,113, The victory of our team brought euphoria to the city. ,euphoria,2021-08-10 21:15:00, SportsFanatic   , Instagram , #Euphoria #Victory                             ,15.0,30.0, USA      ,2021,8,10,21,55
112,114," Embracing the beauty of nature, a moment of contentment. ",contentment,2011-06-20 14:45:00, NatureLover2    , Facebook , #Contentment #Nature                           ,25.0,50.0, India       ,2011,6,20,14,58
113,115," Meditating by the serene lake, finding inner peace.   ",serenity,2022-02-12 18:20:00, ZenMaster2      , Twitter  , #Serenity #Meditation                          ,18.0,35.0, UK          ,2022,2,12,18,55
114,116, Overflowing with gratitude for life's blessings.      ,gratitude,2012-11-25 10:00:00, ThankfulHeart   , Instagram , #Gratitude #Blessed                            ,30.0,60.0, Australia   ,2012,11,25,10,55
115,117," Hopeful for a brighter tomorrow, despite challenges.  ",hope,2013-04-05 19:30:00, OptimisticSoul  , Facebook , #Hope #Optimism                                ,22.0,45.0, USA      ,2013,4,5,19,55
116,118, Empowered to make a difference in my community.        ,empowerment,2014-09-14 08:30:00, CommunityLeader , Twitter  , #Empowerment #Community                        ,15.0,30.0, UK       ,2014,9,14,8,56
117,119, Compassion in action: supporting a local charity event. ,compassion,2015-07-18 14:20:00, CharitySupporter, Instagram , #Compassion #CharityEvent                   ,18.0,35.0, Canada ,2015,7,18,14,57
118,120," A moment of tenderness, connecting with loved ones.    ",tenderness,2016-02-23 19:45:00, LovingHeart     , Facebook , #Tenderness #FamilyTime                       ,25.0,50.0, UK          ,2016,2,23,19,56
119,121, Arousal of excitement as I await a special announcement.,arousal,2017-10-30 11:30:00, ExcitementFan   , Twitter  , #Arousal #Excitement                           ,20.0,40.0, Australia ,2017,10,30,11,57
120,122, Enthusiastically diving into a new project.            ,enthusiasm,2018-06-15 16:00:00, ProjectEnthusiast, Instagram , #Enthusiasm #NewProject                       ,15.0,30.0, USA  ,2018,6,15,16,56
121,123, Feeling a sense of fulfillment after reaching a milestone.,fulfillment,2019-03-28 18:20:00, MilestoneAchiever, Facebook , #Fulfillment #Milestone                       ,22.0,45.0, India     ,2019,3,28,18,59
122,124, Reverence for the beauty of a historic landmark.       ,reverence,2019-11-11 15:00:00, HistoryLover    , Twitter  , #Reverence #History                           ,18.0,35.0, UK      ,2019,11,11,15,56
123,125, Elation after a surprise reunion with old friends.    ,elation,2020-04-02 09:30:00, JoyfulReunion2  , Instagram , #Elation #OldFriends                          ,25.0,50.0, Canada      ,2020,4,2,9,55
124,126, The euphoria of a live music concert under the stars.  ,euphoria,2021-06-19 14:45:00, MusicEnthusiast , Facebook , #Euphoria #LiveMusic                          ,15.0,30.0, USA ,2021,6,19,14,56
125,127, Contentment in the simplicity of a quiet Sunday.       ,contentment,2010-08-15 10:00:00, SimpleJoys      , Twitter  , #Contentment #SundayMood                      ,30.0,60.0, Australia ,2010,8,15,10,56
126,128, Serenity found in the pages of a favorite book.        ,serenity,2011-09-22 19:30:00, BookLover3      , Instagram , #Serenity #BookTime                           ,22.0,45.0, UK          ,2011,9,22,19,56
127,129, Gratitude for the support received during tough times. ,gratitude,2012-03-10 08:30:00, SupportiveFriend, Facebook , #Gratitude #Supportive                        ,15.0,30.0, India     ,2012,3,10,8,56
128,130, Hopeful about the possibilities of a new journey.      ,hope,2013-12-05 16:00:00, JourneyOptimist , Twitter  , #Hope #NewBeginnings                          ,18.0,35.0, Canada    ,2013,12,5,16,56
129,131, Empowerment through learning and personal growth.      ,empowerment,2014-07-20 11:30:00, GrowthSeeker    , Instagram , #Empowerment #PersonalGrowth                  ,25.0,50.0,USA,2014,7,20,11,56
130,132, Compassion towards those in need during the holidays.  ,compassion,2015-12-22 14:20:00, HolidayHelper   , Facebook , #Compassion #HolidaySupport                   ,18.0,35.0, USA      ,2015,12,22,14,56
131,133, Tenderness in the warmth of a cozy winter evening.     ,tenderness,2016-02-10 19:45:00, WinterWarmth    , Twitter  , #Tenderness #CozyEvening                     ,25.0,50.0, UK       ,2016,2,10,19,56
132,134, Arousal of excitement for an upcoming adventure.       ,arousal,2017-04-30 11:30:00, AdventureAwaits , Instagram , #Arousal #AdventureTime                       ,20.0,40.0, Australia ,2017,4,30,11,56
133,135, Enthusiasm for a creative project in the making.       ,enthusiasm,2018-09-15 16:00:00, CreativeSpirit  , Facebook , #Enthusiasm #Creativity                       ,15.0,30.0, Canada    ,2018,9,15,16,56
134,136, Fulfillment in completing a challenging workout routine.,fulfillment,2019-06-28 18:20:00, FitnessAchiever , Twitter  , #Fulfillment #FitnessGoals                   ,22.0,45.0, India     ,2019,6,28,18,57
135,137, Reverence for the artistry displayed in a museum.      ,reverence,2020-11-11 15:00:00, ArtAppreciator  , Instagram , #Reverence #ArtAppreciation                  ,18.0,35.0, UK        ,2020,11,11,15,56
136,138, Elation after achieving a personal goal.               ,elation,2021-03-02 09:30:00, GoalAchiever2   , Facebook , #Elation #PersonalAchievement                ,25.0,50.0, USA      ,2021,3,2,9,56
137,139, Elation over discovering a hidden gem in the city.   ,elation,2012-02-18 14:30:00, UrbanExplorer2  , Twitter  , #Elation #HiddenGem                            ,20.0,40.0, USA      ,2012,2,18,14,54
138,140, The euphoria of a surprise birthday celebration.     ,euphoria,2018-11-05 21:45:00, BirthdayJoy     , Instagram , #Euphoria #BirthdaySurprise                   ,15.0,30.0, UK   ,2018,11,5,21,54
139,141, Contentment in the simplicity of a home-cooked meal. ,contentment,2015-09-12 13:20:00, HomeChef        , Facebook , #Contentment #HomeCooking                     ,25.0,50.0, India    ,2015,9,12,13,54
140,142, Serenity found in the melody of a peaceful piano.    ,serenity,2016-07-30 18:10:00, MusicLover4     , Twitter  , #Serenity #PeacefulMelody                    ,18.0,35.0, Canada      ,2016,7,30,18,54
141,143, Gratitude for the supportive community around me.    ,gratitude,2013-04-20 10:30:00, CommunityLove   , Instagram , #Gratitude #CommunitySupport                   ,30.0,60.0, USA ,2013,4,20,10,54
142,144, Hopeful about the prospects of a new business venture.,hope,2017-12-08 19:15:00, EntrepreneurHope, Facebook , #Hope #BusinessVenture                        ,22.0,45.0, Canada    ,2017,12,8,19,55
143,145, Empowerment through mentoring and guiding others.    ,empowerment,2014-06-03 08:20:00, MentorEmpower   , Twitter  , #Empowerment #Mentorship                      ,15.0,30.0, UK       ,2014,6,3,8,54
144,146, Compassion shown through acts of kindness in the community.,compassion,2019-01-15 14:50:00, KindnessInAction, Instagram , #Compassion #CommunityKindness               ,18.0,35.0, Australia ,2019,1,15,14,60
145,147, Tenderness in a heartfelt message to a loved one.    ,tenderness,2016-12-25 19:30:00, LoveExpress     , Facebook , #Tenderness #LoveNote                         ,25.0,50.0, UK          ,2016,12,25,19,54
146,148, Arousal of excitement before a much-awaited trip.    ,arousal,2018-03-10 09:45:00, TravelExcitement, Twitter  , #Arousal #TravelAdventure                     ,20.0,40.0, India    ,2018,3,10,9,54
147,149, Enthusiasm for a new artistic project in the works.  ,enthusiasm,2020-09-17 16:30:00, ArtisticSpirit  , Instagram , #Enthusiasm #ArtisticProject                 ,15.0,30.0, USA       ,2020,9,17,16,54
148,150, Feeling a sense of fulfillment after helping others. ,fulfillment,2011-08-28 18:45:00, HelperHeart     , Facebook , #Fulfillment #HelpingOthers                  ,22.0,45.0, Canada    ,2011,8,28,18,54
149,151, Reverence for the historical significance of a landmark.,reverence,2017-11-01 15:30:00, HistoryBuff     , Twitter  , #Reverence #HistoricalSite                   ,18.0,35.0, Australia ,2017,11,1,15,57
